film_name;film_time_min;country;main_roles;genre;director;rating;url;film_year
Врачи скорой помощи (сериал);60;Корея Южная;Сон Джи-хё, Чхве Джин-хёк;комедия,мелодрама;Ким Чхоль-гю;7.9;https://www.kinopoisk.ru//film/818897/sr/1/;2014
Тёмный дворецкий 3 (сериал);25;Япония;Мэттью Мерсер, Тяфурин;аниме,мультфильм,детектив;Нориюки Абэ;7.9;https://www.kinopoisk.ru//film/840995/sr/1/;2014
Прощай, любимая... (сериал);50;Россия;Константин Лавроненко, Полина Агуреева;детектив,криминал;Алена Званцова;7.9;https://www.kinopoisk.ru//film/764487/sr/1/;2014
Стрелок;9;США;Шоун Парсонс, Скотт Бинер;короткометражка,комедия,вестерн;Эрик Киссак;7.9;https://www.kinopoisk.ru//film/811958/sr/1/;2014
Полиция Чикаго (сериал);43;США;Джейсон Бех, Джон Седа;боевик,триллер,драма;Марк Тинкер;7.9;https://www.kinopoisk.ru//film/763776/sr/1/;2014
Королевство (сериал);43;США;Фрэнк Грилло, Киле Санчес;драма,спорт;Майкл Моррис;7.9;https://www.kinopoisk.ru//film/842336/sr/1/;2014
Остановись и гори (сериал);43;США;Ли Пейс, Маккензи Дэвис;драма;Хуан Хосе Кампанелья;7.9;https://www.kinopoisk.ru//film/719481/sr/1/;2014
ПиКей;153;Индия;Аамир Кхан, Раджиндер Шарма;мюзикл,фантастика,драма;Раджкумар Хирани;7.9;https://www.kinopoisk.ru//film/675597/sr/1/;2014
Судья;142;США;Роберт Дауни мл., Роберт Дювалл;драма;Дэвид Добкин;7.9;https://www.kinopoisk.ru//film/588672/sr/1/;2014
Нет игры – нет жизни (сериал);23;Япония;Ёсицугу Мацуока, Аи Каяно;аниме,мультфильм,приключения;Ацуко Исидзука;7.8;https://www.kinopoisk.ru//film/838853/sr/1/;2014
Грузовичок Лева (сериал);4;Россия;Ольга Жуланова;детский,мультфильм;Мария Поддубная;7.9;https://www.kinopoisk.ru//film/1112959/sr/1/;2014
Интернет-мальчик: История Аарона Шварца;105;США;Тим Бернерс-Ли, Синди Кон;документальный,криминал,биография;Брайан Кнаппенбергер;7.8;https://www.kinopoisk.ru//film/827868/sr/1/;2014
Чернобыль: Зона отчуждения (сериал);48;Россия;Константин Давыдов, Сергей Романович;триллер,фантастика;Андерс Банке;7.8;https://www.kinopoisk.ru//film/727157/sr/1/;2014
Доктор Кто: Глубокий вдох;98;Великобритания;Питер Капальди, Дженна Коулман;фантастика,приключения,драма;Бен Уитли;7.8;https://www.kinopoisk.ru//film/841377/sr/1/;2014
Подарок;4;Германия;Quinn Nealy, Samantha Brown;мультфильм,короткометражка,комедия;Джейкоб Фрэй;7.8;https://www.kinopoisk.ru//film/931417/sr/1/;2014
Невеста века (сериал);60;Корея Южная;Ли Хон-ги, Ян Джин-сон;мелодрама,фантастика;Юн Сан-хо;7.8;https://www.kinopoisk.ru//film/838998/sr/1/;2014
Воспоминания о Марни;103;Япония;Сара Такацуки, Касуми Аримура;аниме,мультфильм,драма;Хиромаса Ёнэбаяси;7.8;https://www.kinopoisk.ru//film/817623/sr/1/;2014
Верни мою любовь (сериал);50;Россия;Олеся Фаттахова, Станислав Бондаренко;мелодрама;Евгений Баранов;7.8;https://www.kinopoisk.ru//film/846894/sr/1/;2014
Куприн. Яма (мини-сериал);52;Россия;Антон Шагин, Катерина Шпица;мелодрама,драма;Влад Фурман;7.8;https://www.kinopoisk.ru//film/718240/sr/1/;2014
Виноваты звезды;133;США;Шейлин Вудли, Энсел Элгорт;драма,мелодрама;Джош Бун;7.8;https://www.kinopoisk.ru//film/724703/sr/1/;2014
Рассвет Йоны (сериал);25;Япония;Саито Тива;аниме,мультфильм,фэнтези;Кадзухиро Ёнэда;7.8;https://www.kinopoisk.ru//film/861596/sr/1/;2014
24 часа: Проживи еще один день (сериал);46;США;Кифер Сазерленд, Ивонн Страховски;боевик,триллер,драма;Джон Кассар;7.8;https://www.kinopoisk.ru//film/498658/sr/1/;2014
Хоббит: Битва пяти воинств;144;Новая Зеландия;Мартин Фриман, Иэн Маккеллен;фэнтези,приключения,боевик;Питер Джексон;7.8;https://www.kinopoisk.ru//film/694633/sr/1/;2014
Чужой район 3 (сериал);45;Россия;Денис Рожков, Кирилл Полухин;детектив,криминал;Игорь Драка;7.8;https://www.kinopoisk.ru//film/797028/sr/1/;2014
Стражи Галактики;121;США;Крис Пратт, Зои Салдана;фантастика,боевик,приключения;Джеймс Ганн;7.8;https://www.kinopoisk.ru//film/689066/sr/1/;2014
Оставленные (сериал);60;США;Джастин Теру, Эми Бреннеман;фэнтези,драма,детектив;Мими Ледер;7.8;https://www.kinopoisk.ru//film/737589/sr/1/;2014
Красные браслеты (сериал);43;США;Октавия Спенсер, Дэйв Эннэйбл;драма,комедия;Джейсон Энслер;7.8;https://www.kinopoisk.ru//film/838540/sr/1/;2014
Обречён любить тебя (сериал);60;Корея Южная;Чан Хёк, Чан На-ра;мелодрама,комедия;Ли Дон-юн;7.8;https://www.kinopoisk.ru//film/841477/sr/1/;2014
Никаких свиданий, только свадьба (сериал);65;Корея Южная;Хан Гру, Ён У-джин;комедия,мелодрама;Чжон Чжэ Ли;7.8;https://www.kinopoisk.ru//film/841677/sr/1/;2014
Майор Лазер (сериал);15;США;Адевале Акинойе-Агбаже, Анджела Тримбур;мультфильм,фантастика,боевик;Чейз Конли;7.8;https://www.kinopoisk.ru//film/922141/sr/1/;2014
Чужой (сериал);45;Россия;Сергей Горобченко, Дмитрий Паламарчук;боевик,детектив,криминал;Георгий Даниелянц;7.8;https://www.kinopoisk.ru//film/779052/sr/1/;2014
Ленинград 46 (сериал);46;Россия;Сергей Гармаш, Алексей Горбунов;криминал,детектив;Игорь Копылов;7.8;https://www.kinopoisk.ru//film/803233/sr/1/;2014
Наш зоопарк (мини-сериал);60;Великобритания;Ли Инглби, Лиз Уайт;драма;Энди де Эммони;7.8;https://www.kinopoisk.ru//film/841670/sr/1/;2014
Бессонница (сериал);44;Россия;Мачей Штур, Анна Антонова;боевик;Андрей Мармонтов;7.8;https://www.kinopoisk.ru//film/803144/sr/1/;2014
Imagine Dragons: I Bet My Life (видео);4;США;Дэйн ДеХаан, Элиза Кантер;короткометражка,фэнтези,музыка;Jonathan Desbiens;7.8;https://www.kinopoisk.ru//film/889375/sr/1/;2014
Наступит ночь;75;Великобритания;Хелена Бонем Картер, Джаспер Бриттон;документальный,военный,история;Андре Сингер;7.8;https://www.kinopoisk.ru//film/880602/sr/1/;2014
Шоссе;135;Индия;Алиа Бхатт, Рандип Худа;драма,мелодрама,криминал;Имтиаз Али;7.8;https://www.kinopoisk.ru//film/775441/sr/1/;2014
Чемпионы;85;США;Эвандер Холлифилд, Бернард Хопкинс;документальный,биография,спорт;Берт Маркус;7.8;https://www.kinopoisk.ru//film/557668/sr/1/;2014
Сахар;103;Австралия;Дэймон Гамо, Хью Джекман;документальный;Дэймон Гамо;7.8;https://www.kinopoisk.ru//film/923510/sr/1/;2014
Семь смертных грехов (сериал);25;Япония;Юки Кадзи, Сора Амамия;аниме,мультфильм,приключения;Томокадзу Токоро;7.7;https://www.kinopoisk.ru//film/843954/sr/1/;2014
Власть в ночном городе (сериал);50;США;Омари Хардвик, Лила Лорен;драма,криминал;Сэнфорд Букставер;7.7;https://www.kinopoisk.ru//film/818782/sr/1/;2014
Счастливая долина (сериал);58;Великобритания;Сара Ланкашир, Шиван Финнеран;триллер,драма,криминал;Салли Уэйнрайт;7.7;https://www.kinopoisk.ru//film/818955/sr/1/;2014
Король старшей школы (сериал);70;Корея Южная;Со Ин-гук, Ли Ха-на;мелодрама,комедия;Ю Джэ-вон;7.7;https://www.kinopoisk.ru//film/840928/sr/1/;2014
Легавый 2 (сериал);45;Россия;Эдуард Флёров, Дмитрий Демин;приключения,детектив;Олег Фомин;7.7;https://www.kinopoisk.ru//film/782252/sr/1/;2014
Убийца Акамэ! (сериал);25;Япония;Сома Саито, Сора Амамия;аниме,мультфильм,приключения;Томоки Кобаяси;7.7;https://www.kinopoisk.ru//film/841026/sr/1/;2014
Король отелей (сериал);65;Корея Южная;Ли Дон-ук, Ли Да-хэ;драма,мелодрама;Ким Дэ-джин;7.7;https://www.kinopoisk.ru//film/839184/sr/1/;2014
Черные паруса (сериал);56;США;Тоби Стивенс, Ханна Нью;драма,приключения;Стив Бойум;7.7;https://www.kinopoisk.ru//film/714095/sr/1/;2014
Современный фермер (сериал);62;Корея Южная;Ли Хон-ги, Пак Мин-у;комедия,мелодрама;О Джин-сок;7.7;https://www.kinopoisk.ru//film/841479/sr/1/;2014
Люди Икс: Дни минувшего будущего;131;США;Хью Джекман, Джеймс МакЭвой;фантастика,боевик,триллер;Брайан Сингер;7.7;https://www.kinopoisk.ru//film/597687/sr/1/;2014
Невеста Хампти Шармы;133;Индия;Варун Дхаван, Алиа Бхатт;драма,мелодрама,комедия;Шашанк Кхайтан;7.7;https://www.kinopoisk.ru//film/840083/sr/1/;2014
Небесный суд. Продолжение (мини-сериал);100;Россия;Константин Хабенский, Михаил Пореченков;драма;Алена Званцова;7.7;https://www.kinopoisk.ru//film/814708/sr/1/;2014
Она улыбается, она в западне!;141;Индия;Сидхарт Мальхотра, Паринити Чопра;мелодрама,комедия;Vinil Mathew;7.7;https://www.kinopoisk.ru//film/797674/sr/1/;2014
Погоня за жизнью (сериал);60;США;Италиа Риччи, Мэри Пейдж Келлер;драма,мелодрама,семейный;Стив Майнер;7.7;https://www.kinopoisk.ru//film/712656/sr/1/;2014
В поиске (сериал);30;США;Джонатан Грофф, Фрэнки Х. Альварес;драма,мелодрама,комедия;Эндрю Хэй;7.7;https://www.kinopoisk.ru//film/724702/sr/1/;2014
Монти Пайтон живьём (почти);210;Великобритания;Джон Клиз, Терри Гиллиам;комедия;Эрик Айдл;7.7;https://www.kinopoisk.ru//film/840008/sr/1/;2014
Готэм (сериал);44;США;Бен Маккензи, Донал Лог;фантастика,боевик,триллер;Роб Бэйли;7.7;https://www.kinopoisk.ru//film/804748/sr/1/;2014
Дикие истории;122;Аргентина;Рикардо Дарин, Оскар Мартинес;триллер,драма,комедия;Дамиан Сифрон;7.7;https://www.kinopoisk.ru//film/775727/sr/1/;2014
Топ Гир: Идеальное путешествие 2 (видео);94;Великобритания;Джереми Кларксон, Ричард Хаммонд;документальный,комедия;Фил Чурчуорд;7.7;https://www.kinopoisk.ru//film/844183/sr/1/;2014
Королевский портной;127;Корея Южная;Хан Сок-кю, Ко Су;драма,история;Ли Вон-сок;7.7;https://www.kinopoisk.ru//film/870652/sr/1/;2014
Тайный роман (сериал);60;Корея Южная;Ким Хи-э, Ю А-ин;драма,мелодрама;Ан Пхан-сок;7.7;https://www.kinopoisk.ru//film/837794/sr/1/;2014
Моцарт в джунглях (сериал);29;США;Лола Кёрк, Гаэль Гарсиа Берналь;драма,комедия,музыка;Пол Вайц;7.7;https://www.kinopoisk.ru//film/804666/sr/1/;2014
Сегодня я пойду домой один;96;Бразилия;Гильерме Лобу, Фабио Ауди;драма,мелодрама;Даниэл Рибейру;7.7;https://www.kinopoisk.ru//film/580304/sr/1/;2014
Гранчестер (сериал);45;Великобритания;Джеймс Нортон, Робсон Грин;драма,криминал,детектив;Роб Эванс;7.7;https://www.kinopoisk.ru//film/840574/sr/1/;2014
Линия Марты (мини-сериал);52;Россия;Алиса Фрейндлих, Мария Аниканова;мелодрама;Олег Газе;7.7;https://www.kinopoisk.ru//film/797034/sr/1/;2014
Мамочка;138;Канада;Энн Дорваль, Сюзанн Клеман;драма;Ксавье Долан;7.7;https://www.kinopoisk.ru//film/839219/sr/1/;2014
Тренер;129;США;Кевин Костнер, Рамиро Родригес;драма,биография,спорт;Ники Каро;7.7;https://www.kinopoisk.ru//film/645261/sr/1/;2014
Космический Денди (сериал);24;Япония;Дзюнъити Сувабэ, Уки Сатакэ;аниме,мультфильм,фантастика;Синго Нацумэ;7.7;https://www.kinopoisk.ru//film/818562/sr/1/;2014
Обыкновенное сердце (ТВ);132;США;Марк Руффало, Мэтт Бомер;драма,мелодрама,история;Райан Мёрфи;7.7;https://www.kinopoisk.ru//film/535304/sr/1/;2014
Физрук (сериал);25;Россия;Дмитрий Нагиев, Александр Гордон;комедия;Сергей Сенцов;7.7;https://www.kinopoisk.ru//film/789914/sr/1/;2014
Под подозрением (сериал);70;Испания;Йон Гонсалес, Висенте Ромеро;боевик,триллер,приключения;Сильвия Кер;7.7;https://www.kinopoisk.ru//film/904757/sr/1/;2014
Война цветов 2;147;Корея Южная;Чхве Сын-хён, Щин Сэ-гён;драма,криминал;Кан Хён-чхоль;7.7;https://www.kinopoisk.ru//film/818082/sr/1/;2014
Обгоняя ветер;156;Индия;Аллу Арджун, Шрути Хасан;боевик,комедия;Сурендра Редди;7.7;https://www.kinopoisk.ru//film/793348/sr/1/;2014
Билл Бёрр: Жаль, что вы так думаете (ТВ);79;США;Билл Бёрр;комедия;Джей Карас;7.7;https://www.kinopoisk.ru//film/861665/sr/1/;2014
Куприн. Впотьмах (мини-сериал);52;Россия;Леонид Бичевин, Елизавета Боярская;драма,мелодрама;Андрей Эшпай;7.7;https://www.kinopoisk.ru//film/718239/sr/1/;2014
Здорово и вечно;78;Россия;Егор Летов, Сергей Летов;документальный;Наталья Чумакова;7.7;https://www.kinopoisk.ru//film/842451/sr/1/;2014
Мэри Ком;122;Индия;Приянка Чопра Джонас, Сунил Тхапа;боевик,драма,биография;Омунг Кумар;7.7;https://www.kinopoisk.ru//film/779201/sr/1/;2014
Ещё;96;Россия;Леонид Фёдоров, Олег Гаркуша;документальный;Дмитрий Лавриненко;7.7;https://www.kinopoisk.ru//film/841726/sr/1/;2014
Любимые женщины Казановы (мини-сериал);180;Россия;Тамара Сёмина, Анна Андрусенко;мелодрама;Сергей Быстрицкий;7.6;https://www.kinopoisk.ru//film/838061/sr/1/;2014
Ежемесячное сёдзё Нодзаки-куна (сериал);25;Япония;Юити Накамура, Ари Одзава;аниме,мультфильм,комедия;Рёхэи Такэсита;7.6;https://www.kinopoisk.ru//film/842976/sr/1/;2014
Хитрость незамужней женщины (сериал);70;Корея Южная;Чу Сан-ук, Ли Мин-джон;комедия,мелодрама;Ко Дон-сон;7.6;https://www.kinopoisk.ru//film/837757/sr/1/;2014
Диор и я;90;Франция;Кристиан Диор, Omar Barrada;документальный;Фредерик Чен;7.6;https://www.kinopoisk.ru//film/842169/sr/1/;2014
Бёрдмэн;119;США;Майкл Китон, Эдвард Нортон;драма,комедия;Алехандро Гонсалес Иньярриту;7.6;https://www.kinopoisk.ru//film/722827/sr/1/;2014
Остров Джованни;102;Япония;Кота Ёкояма, Дзюнъя Танаи;аниме,мультфильм,история;Мидзухо Нисикубо;7.6;https://www.kinopoisk.ru//film/798544/sr/1/;2014
С Новым годом;180;Индия;Сара-Джейн Диас, Шах Рукх Кхан;боевик,комедия,криминал;Фара Кхан;7.6;https://www.kinopoisk.ru//film/714850/sr/1/;2014
Внутри девятого номера (сериал);30;Великобритания;Рис Шерсмит, Стив Пембертон;ужасы,драма,комедия;Гильем Моралес;7.6;https://www.kinopoisk.ru//film/818445/sr/1/;2014
И всё-таки мир прекрасен (сериал);22;Япония;Рэна Маэда, Томокадзу Сугита;аниме,мультфильм,фэнтези;Хадзимэ Камэгаки;7.6;https://www.kinopoisk.ru//film/841287/sr/1/;2014
Игра в имитацию;114;Великобритания;Бенедикт Камбербэтч, Кира Найтли;триллер,драма,военный;Мортен Тильдум;7.6;https://www.kinopoisk.ru//film/635772/sr/1/;2014
Куприн. Поединок (мини-сериал);48;Россия;Никита Ефремов, Екатерина Вилкова;мелодрама,драма;Андрей Малюков;7.6;https://www.kinopoisk.ru//film/718238/sr/1/;2014
Танцы (сериал);96;Россия;Ляйсан Утяшева, Мигель;реальноеТВ,музыка;Роман Бутовский;7.6;https://www.kinopoisk.ru//film/841618/sr/1/;2014
С любовью, Рози;102;Великобритания;Лили Коллинз, Сэм Клафлин;мелодрама,комедия;Кристиан Диттер;7.6;https://www.kinopoisk.ru//film/512784/sr/1/;2014
Дорога юности (сериал);23;Япония;Аи Каяно;аниме,мультфильм,драма;Аи Ёсимура;7.6;https://www.kinopoisk.ru//film/841847/sr/1/;2014
Я – начало;108;США;Майкл Питт, Брит Марлинг;фантастика,драма,мелодрама;Майк Кэхилл;7.6;https://www.kinopoisk.ru//film/761933/sr/1/;2014
Гудини (ТВ);152;США;Эдриан Броуди, Кристен Коннолли;драма,биография;Ули Эдель;7.6;https://www.kinopoisk.ru//film/818775/sr/1/;2014
Лава;7;США;Напуа Макуа, Куана Торрес Кахеле;мультфильм,короткометражка,мюзикл;Джеймс Форд Мерфи;7.6;https://www.kinopoisk.ru//film/841967/sr/1/;2014
Колыбель над бездной (сериал);47;Россия;Ольга Медынич, Сергей Малюгов;драма,фэнтези;Михаил Колпахчиев;7.6;https://www.kinopoisk.ru//film/820725/sr/1/;2014
Вдребезги (сериал);120;Турция;Эркан Петеккая, Эбру Озкан;драма,криминал;Джевдет Мерджан;7.6;https://www.kinopoisk.ru//film/843351/sr/1/;2014
Воспоминания о будущем;129;Великобритания;Алисия Викандер, Кит Харингтон;драма,военный,биография;Джеймс Кент;7.6;https://www.kinopoisk.ru//film/682688/sr/1/;2014
Под чужим флагом (сериал);40;Израиль;Анхель Бунани, Моррис Коэн;драма,триллер;Одед Рускин;7.6;https://www.kinopoisk.ru//film/885660/sr/1/;2014
Голос;103;США;Дастин Хоффман, Кэти Бейтс;драма,музыка;Франсуа Жирар;7.6;https://www.kinopoisk.ru//film/806934/sr/1/;2014
Взгляд тишины;103;Дания;Adi Rukun, M.Y. Basrun;документальный,биография,история;Джошуа Оппенхаймер;7.6;https://www.kinopoisk.ru//film/829400/sr/1/;2014
Раш (сериал);44;Канада;Том Эллис, Лоренц Тейт;боевик,драма;Деран Сарафян;7.6;https://www.kinopoisk.ru//film/819374/sr/1/;2014
Любовь ведьмы (сериал);70;Корея Южная;Ом Джон-хва, Пак Со-джун;мелодрама,комедия;Ли Джон-хё;7.6;https://www.kinopoisk.ru//film/839174/sr/1/;2014
Убежище;104;Германия;Луис Хофманн, Александер Хельд;драма;Марк Браммунд;7.6;https://www.kinopoisk.ru//film/789722/sr/1/;2014
Гордость;120;Великобритания;Билл Найи, Имелда Стонтон;драма,комедия,история;Мэттью Уорчас;7.6;https://www.kinopoisk.ru//film/797558/sr/1/;2014
Сыт по горло;92;США;Кэти Курик, Майкл Поллан;документальный;Stephanie Soechtig;7.6;https://www.kinopoisk.ru//film/679336/sr/1/;2014
Чосонский стрелок (сериал);70;Корея Южная;Ли Джун-ги, Нам Сан-ми;боевик,мелодрама,история;Чха Ён-хун;7.5;https://www.kinopoisk.ru//film/841016/sr/1/;2014
Боги;120;Польша;Томаш Кот, Петр Гловацкий;драма,биография;Лукаш Палковски;7.5;https://www.kinopoisk.ru//film/846802/sr/1/;2014
Я твой герой;128;Индия;Варун Дхаван, Илеана Д’Крус;боевик,мелодрама,комедия;Дэвид Дхаван;7.5;https://www.kinopoisk.ru//film/744509/sr/1/;2014
Право на любовь;146;Индия;Тайгер Шрофф, Крити Санон;боевик,мелодрама;Сабир Кхан;7.5;https://www.kinopoisk.ru//film/794398/sr/1/;2014
Флэш (сериал);43;США;Грант Гастин, Кэндис Паттон;фантастика,боевик,драма;Дермотт Даунс;7.5;https://www.kinopoisk.ru//film/817506/sr/1/;2014
Когда мы дома (сериал);22;Украина;Станислав Боклан, Кирилл Бин;комедия;Максим Литвинов;7.5;https://www.kinopoisk.ru//film/893443/sr/1/;2014
Самара 2 (сериал);45;Россия;Артур Смольянинов, Галина Чурилина;мелодрама,драма;Александр Карпиловский;7.5;https://www.kinopoisk.ru//film/797971/sr/1/;2014
Прежде чем мы расстанемся;95;США;Крис Эванс, Элис Ив;драма,мелодрама,комедия;Крис Эванс;7.5;https://www.kinopoisk.ru//film/784389/sr/1/;2014
Всё ещё Элис;101;США;Джулианна Мур, Алек Болдуин;драма;Ричард Глацер;7.5;https://www.kinopoisk.ru//film/808010/sr/1/;2014
Атака титанов: Багровые стрелы;119;Япония;Юки Кадзи, Юи Исикава;аниме,мультфильм,боевик;Тэцуро Араки;7.5;https://www.kinopoisk.ru//film/840883/sr/1/;2014
Малыш;107;Мексика;Джейкоб Сальвати, Эмили Уотсон;драма,военный,история;Алехандро Гомес Монтеверде;7.5;https://www.kinopoisk.ru//film/577899/sr/1/;2014
Феи: Легенда о чудовище (видео);76;США;Джиннифер Гудвин, Мэй Уитман;мультфильм,фэнтези,приключения;Стив Лотер;7.5;https://www.kinopoisk.ru//film/798490/sr/1/;2014
Любовники (сериал);60;США;Доминик Уэст, Мора Тирни;драма;Джеффри Рейнер;7.5;https://www.kinopoisk.ru//film/737705/sr/1/;2014
Пиф-паф;153;Индия;Ритик Рошан, Катрина Каиф;боевик,мелодрама,комедия;Сиддхарт Ананд;7.5;https://www.kinopoisk.ru//film/762781/sr/1/;2014
Книга жизни;95;США;Диего Луна, Зои Салдана;мультфильм,мюзикл,фэнтези;Хорхе Р. Гутьеррес;7.5;https://www.kinopoisk.ru//film/669880/sr/1/;2014
Джим Джефферис: Неприкрытый (ТВ);76;США;Джим Джефферис;комедия;Шеннон Хартман;7.5;https://www.kinopoisk.ru//film/842059/sr/1/;2014
Селфи (сериал);24;США;Карен Гиллан, Джон Чо;мелодрама,комедия;Эрик Аппель;7.5;https://www.kinopoisk.ru//film/839886/sr/1/;2014
Пряности и страсти;122;США;Хелен Миррен, Ом Пури;драма,мелодрама,комедия;Лассе Халльстрём;7.5;https://www.kinopoisk.ru//film/771381/sr/1/;2014
Малыш Кенкен (мини-сериал);52;Франция;Ален Делайе, Люси Карон;комедия,криминал,детектив;Брюно Дюмон;7.5;https://www.kinopoisk.ru//film/840077/sr/1/;2014
Хорошие руки (сериал);50;Россия;Елена Ксенофонтова, Никита Салопин;криминал,драма;Юрий Кузьменко;7.5;https://www.kinopoisk.ru//film/820698/sr/1/;2014
Одноминутная машина времени;6;Великобритания;Брайан Дитцен, Эринн Хэйс;короткометражка,фантастика,мелодрама;Девон Эйвери;7.4;https://www.kinopoisk.ru//film/864243/sr/1/;2014
Ты — воплощение порока (сериал);24;США;Крис Гир, Ая Кэш;комедия,мелодрама;Стефен Фальк;7.4;https://www.kinopoisk.ru//film/803719/sr/1/;2014
Реальные упыри;85;Новая Зеландия;Джемейн Клемент, Тайка Вайтити;комедия,ужасы;Джемейн Клемент;7.4;https://www.kinopoisk.ru//film/818981/sr/1/;2014
Страшные сказки (сериал);60;Ирландия;Ева Грин, Тимоти Далтон;ужасы,фэнтези,драма;Дэймон Томас;7.4;https://www.kinopoisk.ru//film/782994/sr/1/;2014
Вирунга;100;Великобритания;André Bauma, Emmanuel de Merode;документальный,военный;Орландо фон Айнсидель;7.4;https://www.kinopoisk.ru//film/842876/sr/1/;2014
Мисс Бабуля;124;Корея Южная;Щим Ын-гён, На Мун-хи;комедия,музыка,фэнтези;Хван Дон-хёк;7.4;https://www.kinopoisk.ru//film/827281/sr/1/;2014
Агент (сериал);60;США;Джейми Белл, Сет Нумрик;драма,военный,история;Джереми Уэбб;7.4;https://www.kinopoisk.ru//film/719871/sr/1/;2014
Фаберже: Особый путь в истории;87;Великобритания;Олег Мирошников, Сэмюэл Уэст;документальный,история;Патрик Марк;7.4;https://www.kinopoisk.ru//film/804813/sr/1/;2014
Тиран (сериал);60;США;Адам Рэйнер, Дженнифер Финниган;боевик,триллер,драма;Гвинет Хердер-Пэйтон;7.4;https://www.kinopoisk.ru//film/723534/sr/1/;2014
Дэвид Бекхэм: Путешествие в неизведанное (ТВ);90;Великобритания;Дэвид Бекхэм, Дэвид Гарднер;документальный,спорт;Энтони Мэндлер;7.4;https://www.kinopoisk.ru//film/840731/sr/1/;2014
Отрочество;166;США;Эллар Колтрейн, Итан Хоук;драма;Ричард Линклейтер;7.4;https://www.kinopoisk.ru//film/391729/sr/1/;2014
Кто я;102;Германия;Том Шиллинг, Элиас ЭмБарек;фантастика,триллер,драма;Баран бо Одар;7.4;https://www.kinopoisk.ru//film/779602/sr/1/;2014
Искатели сокровищ (сериал);30;Великобритания;Макензи Крук, Тоби Джонс;комедия;Макензи Крук;7.4;https://www.kinopoisk.ru//film/846937/sr/1/;2014
Ложь во спасение;110;Кения;Риз Уизерспун, Арнольд Ошенг;драма,биография;Филипп Фалардо;7.4;https://www.kinopoisk.ru//film/732797/sr/1/;2014
Жила-была одна баба (мини-сериал);52;Россия;Дарья Екамасова, Владислав Абашин;драма,военный;Андрей Смирнов;7.4;https://www.kinopoisk.ru//film/1351061/sr/1/;2014
Удар;146;Индия;Saurabh Dhingra, Салман Кхан;боевик,триллер,комедия;Саджид Надиадвала;7.4;https://www.kinopoisk.ru//film/705287/sr/1/;2014
Рейд 2;150;Индонезия;Ико Уайс, Арифин Путра;боевик,криминал,триллер;Гарет Эванс;7.4;https://www.kinopoisk.ru//film/669466/sr/1/;2014
20 000 дней на Земле;97;Великобритания;Ник Кейв, Сьюзи Бик;документальный,драма,музыка;Ян Форсис;7.4;https://www.kinopoisk.ru//film/776176/sr/1/;2014
Неуправляемый;105;США;Билли Крудап, Антон Ельчин;драма,музыка;Уильям Х. Мэйси;7.4;https://www.kinopoisk.ru//film/577289/sr/1/;2014
Шрам;139;Германия;Тахар Рахим, Симон Абкарян;драма,история,детектив;Фатих Акин;7.4;https://www.kinopoisk.ru//film/668624/sr/1/;2014
Барашек Шон;81;Великобритания;Джастин Флетчер, Джон Шпаркс;мультфильм,фэнтези,комедия;Марк Бертон;7.4;https://www.kinopoisk.ru//film/762778/sr/1/;2014
Ты не ты;103;США;Хилари Суэнк, Эмми Россам;драма;Джордж С. Вольф;7.4;https://www.kinopoisk.ru//film/715319/sr/1/;2014
Бэтмен: Нападение на Аркхэм (видео);76;США;Кевин Конрой, Нил МакДонаф;мультфильм,фантастика,боевик;Джей Олива;7.4;https://www.kinopoisk.ru//film/794525/sr/1/;2014
Хладнокровный Ходзуки (сериал);25;Япония;Хироки Ясумото, Юмико Кобаяси;аниме,мультфильм,фэнтези;Кадзухиро Ёнэда;7.4;https://www.kinopoisk.ru//film/822801/sr/1/;2014
Твин Пикс: Вырезанные сцены;91;Франция;Шерил Ли, Рэй Уайз;ужасы,триллер,драма;Дэвид Линч;7.4;https://www.kinopoisk.ru//film/957425/sr/1/;2014
Танцующий в пустыне;104;Великобритания;Назанин Бониади, Фрида Пинто;драма,биография,музыка;Ричард Рэймонд;7.4;https://www.kinopoisk.ru//film/682938/sr/1/;2014
Ночная смена (сериал);42;США;Оуэн Мэкен, Джилл Флинт;драма,мелодрама;Тимоти Басфилд;7.4;https://www.kinopoisk.ru//film/716703/sr/1/;2014
Старшая школа: Пора любить (сериал);50;Корея Южная;Нам У-хён, Ким Сэ-рон;мелодрама,фэнтези;Ли Ын-ми;7.4;https://www.kinopoisk.ru//film/861630/sr/1/;2014
Несломленный;137;США;Джек О’Коннелл, Донал Глисон;биография,военный,драма;Анджелина Джоли;7.4;https://www.kinopoisk.ru//film/577211/sr/1/;2014
Lady Gaga: G.U.Y. (видео);12;США;Леди Гага, Энди Коэн;короткометражка,мюзикл,фэнтези;Леди Гага;7.4;https://www.kinopoisk.ru//film/839413/sr/1/;2014
Ярость;134;США;Брэд Питт, Логан Лерман;боевик,драма,военный;Дэвид Эйр;7.4;https://www.kinopoisk.ru//film/740644/sr/1/;2014
Хранитель Луны;85;Франция;Омар Си, Изиа Ижлен;мультфильм,фэнтези,комедия;Александр Эбоян;7.4;https://www.kinopoisk.ru//film/842910/sr/1/;2014
Битва за Мёнрян;126;Корея Южная;Чхве Мин-сик, Рю Сын-нён;военный,биография,боевик;Ким Хан-мин;7.4;https://www.kinopoisk.ru//film/839187/sr/1/;2014
