film_name;film_time_min;country;main_roles;genre;director;rating;url;film_year
Неоспоримый 2 (видео);98;США;Майкл Джей Уайт, Скотт Эдкинс;боевик,драма,криминал;Айзек Флорентайн;7.5;https://www.kinopoisk.ru//film/102428/sr/1/;2005
Статский советник (мини-сериал);52;Россия;Никита Михалков, Олег Меньшиков;детектив;Филипп Янковский;7.5;https://www.kinopoisk.ru//film/1331276/sr/1/;2005
Двенадцатилетние;95;США;Конор Донован, Джесси Камачо;драма;Майкл Куэста;7.5;https://www.kinopoisk.ru//film/81667/sr/1/;2005
Смерть господина Лазареску;153;Румыния;Дору Ана, Моника Дин;драма,комедия;Кристи Пую;7.4;https://www.kinopoisk.ru//film/137802/sr/1/;2005
Револьвер;111;Великобритания;Джейсон Стэйтем, Рэй Лиотта;боевик,триллер,драма;Гай Ричи;7.4;https://www.kinopoisk.ru//film/18973/sr/1/;2005
Суета и движение;116;США;Терренс Ховард, Энтони Андерсон;драма,криминал,музыка;Крэйг Брюэр;7.4;https://www.kinopoisk.ru//film/81723/sr/1/;2005
Побег из замка Кольдиц (мини-сериал);182;Великобритания;Дэмиэн Льюис, София Майлс;драма,военный;Стюарт Орм;7.4;https://www.kinopoisk.ru//film/152756/sr/1/;2005
Без судьбы;140;Венгрия;Марселл Надь, Бела Дора;драма,мелодрама,военный;Лайош Кольтаи;7.4;https://www.kinopoisk.ru//film/48681/sr/1/;2005
Трансамерика;103;США;Фелисити Хаффман, Кевин Зегерс;драма,комедия,приключения;Дункан Такер;7.4;https://www.kinopoisk.ru//film/81690/sr/1/;2005
Горечь и сладость;119;Корея Южная;Ли Бён-хон, Щин Мин-а;боевик,драма,криминал;Ким Джи-ун;7.4;https://www.kinopoisk.ru//film/103416/sr/1/;2005
Хроника крыльев (сериал);25;Япония;Мию Ирино, Юи Макино;аниме,мультфильм,фэнтези;Коити Масимо;7.4;https://www.kinopoisk.ru//film/230876/sr/1/;2005
Шерлок Холмс и доктор Ватсон;19;Россия;Людмила Ильина, Алексей Колган;мультфильм,короткометражка,детектив;Александр Бубнов;7.4;https://www.kinopoisk.ru//film/424513/sr/1/;2005
Всё или ничего;113;США;Адам Сэндлер, Крис Рок;криминал,спорт,комедия;Питер Сигал;7.4;https://www.kinopoisk.ru//film/77577/sr/1/;2005
Адская девочка (сериал);25;Япония;Мамико Ното, Масая Мацукадзэ;аниме,мультфильм,ужасы;Такахиро Омори;7.4;https://www.kinopoisk.ru//film/408756/sr/1/;2005
Мюнхен;164;Франция;Эрик Бана, Дэниэл Крэйг;триллер,драма,история;Стивен Спилберг;7.4;https://www.kinopoisk.ru//film/81287/sr/1/;2005
Статский советник;127;Россия;Никита Михалков, Олег Меньшиков;драма,криминал,детектив;Филипп Янковский;7.4;https://www.kinopoisk.ru//film/94111/sr/1/;2005
Ключ от всех дверей;104;США;Кейт Хадсон, Джина Роулендс;ужасы,триллер,драма;Иэн Софтли;7.4;https://www.kinopoisk.ru//film/77673/sr/1/;2005
Пила 2;93;Канада;Тобин Белл, Шоуни Смит;ужасы,триллер,детектив;Даррен Линн Боусман;7.4;https://www.kinopoisk.ru//film/86206/sr/1/;2005
Стьюи Гриффин: Нерассказанная история (видео);88;США;Сет МакФарлейн, Алекс Борштейн;мультфильм,комедия,приключения;Пит Мишелс;7.4;https://www.kinopoisk.ru//film/229852/sr/1/;2005
Хроники обыкновенного безумия;100;Чехия;Иван Троян, Сюзана Сулаева;драма,комедия;Петр Зеленка;7.4;https://www.kinopoisk.ru//film/177752/sr/1/;2005
Натянутая тетива;90;Корея Южная;Хан Ё-рым, Со Джи-сок;драма,мелодрама;Ким Ки Дук;7.4;https://www.kinopoisk.ru//film/103301/sr/1/;2005
Тайная улыбка (мини-сериал);180;Канада;Клэр Гуз, Кейт Эшфилд;триллер,драма,детектив;Кристофер Менол;7.4;https://www.kinopoisk.ru//film/299380/sr/1/;2005
Ван-Пис 6;90;Япония;Такэси Аоно, Сё Аянокодзи;аниме,мультфильм,комедия;Мамору Хосода;7.4;https://www.kinopoisk.ru//film/317709/sr/1/;2005
Джек-Джек атакует (видео);5;США;Брэт 'Брук' Паркер, Бад Лакки;мультфильм,короткометражка,комедия;Брэд Бёрд;7.4;https://www.kinopoisk.ru//film/230798/sr/1/;2005
Шестнадцатилетняя мать (ТВ);85;США;Даниэль Панабэйкер, Джейн Краковски;драма;Питер Уэрнер;7.4;https://www.kinopoisk.ru//film/341692/sr/1/;2005
Апрельский снег;105;Корея Южная;Пэ Ён-джун, Сон Е-джин;драма,мелодрама;Хо Джин-хо;7.4;https://www.kinopoisk.ru//film/178498/sr/1/;2005
Белая масаи;131;Германия;Нина Хосс, Джеки Идо;драма,мелодрама;Гермина Хунтгебурт;7.4;https://www.kinopoisk.ru//film/110917/sr/1/;2005
Время собирать камни;95;Россия;Владимир Вдовиченков, Давид К. Буннерс;военный;Алексей Карелин;7.4;https://www.kinopoisk.ru//film/175593/sr/1/;2005
Мой личный враг (мини-сериал);200;Россия;Анна Большова, Лада Дэнс;драма,мелодрама,детектив;Владимир Попков;7.4;https://www.kinopoisk.ru//film/152833/sr/1/;2005
Фатима и Зухра;111;Узбекистан;Улугбек Кадыров, Гульчехра Эшонкулова;триллер,мелодрама,криминал;Бахром Якубов;7.3;https://www.kinopoisk.ru//film/473866/sr/1/;2005
Коля – Перекати поле;93;Россия;Андрей Жигалов, Сергей Баталов;драма;Николай Досталь;7.3;https://www.kinopoisk.ru//film/261011/sr/1/;2005
Их глаза видели Бога (ТВ);113;США;Холли Берри, Рубен Сантьяго-Хадсон;драма,мелодрама;Дарнелл Мартин;7.3;https://www.kinopoisk.ru//film/277563/sr/1/;2005
Скоростной Графер (сериал);25;Япония;Кристофер Сабат, Моника Риал;аниме,мультфильм,драма;Кацуя Асано;7.3;https://www.kinopoisk.ru//film/408650/sr/1/;2005
Бледный кокон;23;Япония;Минако Кавасима, Накао Митиосу;аниме,мультфильм,короткометражка;Ясухиро Ёсиура;7.3;https://www.kinopoisk.ru//film/475612/sr/1/;2005
Нашествие (сериал);43;США;Уильям Фихтнер, Эдди Сибриан;ужасы,фантастика,триллер;Лоуренс Триллинг;7.3;https://www.kinopoisk.ru//film/395979/sr/1/;2005
Смертельный улов (сериал);55;США;Майк Роу, Сиг Хансен;документальный,реальноеТВ,приключения;Том Бирс;7.3;https://www.kinopoisk.ru//film/470681/sr/1/;2005
Тристан и Изольда;125;США;Джеймс Франко, София Майлс;мелодрама,драма,боевик;Кевин Рейнольдс;7.3;https://www.kinopoisk.ru//film/61243/sr/1/;2005
Здесь курят;92;США;Аарон Экхарт, Мария Белло;драма,комедия;Джейсон Райтман;7.3;https://www.kinopoisk.ru//film/87477/sr/1/;2005
Медиум (сериал);43;США;Патриша Аркетт, Мигель Сандовал;фэнтези,триллер,драма;Аарон Липстадт;7.3;https://www.kinopoisk.ru//film/257785/sr/1/;2005
Загадочные географические исследования Джаспера Морелло;26;Австралия;Джоэл Эдгертон, Хельмут Бакайтис;мультфильм,короткометражка,фантастика;Энтони Лукас;7.3;https://www.kinopoisk.ru//film/110788/sr/1/;2005
Говорящая с призраками (сериал);43;США;Дженнифер Лав Хьюитт, Дэвид Конрад;фэнтези,драма;Йен Сэндер;7.3;https://www.kinopoisk.ru//film/151513/sr/1/;2005
Кушать подано!;85;Украина;Александр Балуев, Юлия Рутберг;комедия;Максим Паперник;7.3;https://www.kinopoisk.ru//film/257825/sr/1/;2005
Подруга особого назначения (сериал);52;Украина;Ирина Пегова, Сергей Чонишвили;детектив;Анатолий Матешко;7.3;https://www.kinopoisk.ru//film/418674/sr/1/;2005
Хроники Нарнии: Лев, колдунья и волшебный шкаф;143;Великобритания;Джорджи Хенли, Скандар Кейнс;фэнтези,приключения,семейный;Эндрю Адамсон;7.3;https://www.kinopoisk.ru//film/48162/sr/1/;2005
Интервью с некоторыми вампирами;27;Новая Зеландия;Джонатан Бруг, Тайка Вайтити;короткометражка,ужасы,комедия;Джемейн Клемент;7.3;https://www.kinopoisk.ru//film/929584/sr/1/;2005
Нелюбимый (мини-сериал);23;Япония;Кацуюки Кониси, Дзюнко Минагава;аниме,мультфильм,фэнтези;Сигэру Морикава;7.3;https://www.kinopoisk.ru//film/408726/sr/1/;2005
Казус Кукоцкого (сериал);539;Россия;Юрий Цурило, Елена Дробышева;драма;Юрий Грымов;7.3;https://www.kinopoisk.ru//film/162656/sr/1/;2005
Американский папаша (сериал);22;США;Сет МакФарлейн, Уэнди Шаал;мультфильм,комедия;Рон Хьюгарт;7.3;https://www.kinopoisk.ru//film/258054/sr/1/;2005
Кровь за кровь;109;США;Марк Уолберг, Тайриз Гибсон;боевик,триллер,драма;Джон Синглтон;7.3;https://www.kinopoisk.ru//film/86314/sr/1/;2005
Лэсси;100;США;Питер О’Тул, Саманта Мортон;драма,комедия,приключения;Чарльз Стёрридж;7.3;https://www.kinopoisk.ru//film/180153/sr/1/;2005
Без ума от любви;94;США;Джош Хартнетт, Рада Митчелл;драма,мелодрама,комедия;Петтер Несс;7.3;https://www.kinopoisk.ru//film/63983/sr/1/;2005
Охота на изюбря (сериал);50;Россия;Александр Балуев, Алексей Гуськов;криминал;Абай Карпыков;7.3;https://www.kinopoisk.ru//film/161166/sr/1/;2005
Адская кухня (сериал);43;США;Гордон Рамзи, Джейсон Томпсон;игра,реальноеТВ;Sharon Trojan Hollinger;7.3;https://www.kinopoisk.ru//film/565109/sr/1/;2005
Жених напрокат;90;США;Дебра Мессинг, Дермот Малруни;мелодрама,комедия;Клер Килнер;7.3;https://www.kinopoisk.ru//film/61336/sr/1/;2005
Благодаря Винн Дикси;106;США;Анна-София Робб, Джефф Дэниелс;драма,комедия,семейный;Уэйн Ван;7.3;https://www.kinopoisk.ru//film/41951/sr/1/;2005
Кровь триединства (сериал);22;Япония;Хироки Тоути, Расселл Уэйт;аниме,мультфильм,ужасы;Даисукэ Тиба;7.3;https://www.kinopoisk.ru//film/256150/sr/1/;2005
Последний палач;90;Великобритания;Тимоти Сполл, Джульет Стивенсон;драма,криминал,биография;Адриан Шерголд;7.3;https://www.kinopoisk.ru//film/184459/sr/1/;2005
Спец (сериал);70;Россия;Виталий Дёмочка, Денис Саполович;криминал;Виталий Дёмочка;7.3;https://www.kinopoisk.ru//film/431067/sr/1/;2005
Месть бедняка;150;Франция;Гаспар Ульель, Лео Легран;драма,приключения;Лоран Бутонна;7.3;https://www.kinopoisk.ru//film/102307/sr/1/;2005
Парниковый эффект;93;Россия;Елена Полякова, Александр Якин;драма;Валерий Ахадов;7.3;https://www.kinopoisk.ru//film/161121/sr/1/;2005
Солнце;110;Россия;Иссэй Огата, Роберт Доусон;драма,история;Александр Сокуров;7.3;https://www.kinopoisk.ru//film/89538/sr/1/;2005
Останься;95;США;Юэн Макгрегор, Райан Гослинг;триллер,драма,детектив;Марк Форстер;7.2;https://www.kinopoisk.ru//film/61293/sr/1/;2005
Честь  дракона;111;Таиланд;Тони Джа, Петчтай Вонгкамлао;боевик,триллер,драма;Прачья Пинкаю;7.2;https://www.kinopoisk.ru//film/91818/sr/1/;2005
4исла (сериал);43;США;Дэвид Крамхолц, Роб Морроу;триллер,драма,криминал;Дэннис Смит;7.2;https://www.kinopoisk.ru//film/260977/sr/1/;2005
Быстрее, чем кролики (видео);125;Россия;Леонид Барац, Ростислав Хаит;комедия,детектив;Сергей Петрейков;7.2;https://www.kinopoisk.ru//film/910619/sr/1/;2005
Миссия «Серенити»;119;США;Нэйтан Филлион, Джина Торрес;фантастика,боевик,триллер;Джосс Уидон;7.2;https://www.kinopoisk.ru//film/61455/sr/1/;2005
Турецкий гамбит;130;Россия;Егор Бероев, Ольга Красько;боевик,триллер,детектив;Джаник Файзиев;7.2;https://www.kinopoisk.ru//film/40775/sr/1/;2005
Тигр и снег;118;Италия;Роберто Бениньи, Жан Рено;драма,мелодрама,комедия;Роберто Бениньи;7.2;https://www.kinopoisk.ru//film/81874/sr/1/;2005
Высь (сериал);24;Япония;Даисукэ Оно, Томоко Каваками;аниме,мультфильм,фэнтези;Тацуя Исихара;7.2;https://www.kinopoisk.ru//film/325004/sr/1/;2005
Поверхность (сериал);43;США;Лэйк Белл, Джей Р. Фергюсон;фантастика,триллер,драма;Джеффри Рейнер;7.2;https://www.kinopoisk.ru//film/161014/sr/1/;2005
Поцелуй навылет;103;США;Роберт Дауни мл., Вэл Килмер;триллер,комедия,криминал;Шейн Блэк;7.2;https://www.kinopoisk.ru//film/51439/sr/1/;2005
Пол-литровая мышь (сериал);15;США;Мэтт Маелларо, Адам Рид;мультфильм,фэнтези,боевик;Мэтт Маелларо;7.2;https://www.kinopoisk.ru//film/281882/sr/1/;2005
Юг нигде (сериал);22;США;Гэбриэлль Кристиан, Мэнди Мусгрейв;драма,мелодрама;Пол Хоэн;7.2;https://www.kinopoisk.ru//film/401444/sr/1/;2005
Богема;135;США;Энтони Рэпп, Адам Паскаль;мюзикл,драма,мелодрама;Крис Коламбус;7.2;https://www.kinopoisk.ru//film/6420/sr/1/;2005
Путь в тысячу миль;107;Китай;Кэн Такакура, Синобу Тэрадзима;драма;Чжан Имоу;7.2;https://www.kinopoisk.ru//film/87848/sr/1/;2005
Хаос;106;Канада;Джейсон Стэйтем, Райан Филипп;боевик,триллер,драма;Тони Гиглио;7.2;https://www.kinopoisk.ru//film/81101/sr/1/;2005
Дура;95;Россия;Оксана Коростышевская, Регина Мянник;драма,комедия;Максим Коростышевский;7.2;https://www.kinopoisk.ru//film/95651/sr/1/;2005
Натан Барли (мини-сериал);26;Великобритания;Николас Барнс, Джулиан Бэррэтт;комедия;Кристофер Моррис;7.2;https://www.kinopoisk.ru//film/258366/sr/1/;2005
Роботы;91;США;Юэн Макгрегор, Робин Уильямс;мультфильм,фантастика,комедия;Крис Уэдж;7.2;https://www.kinopoisk.ru//film/40666/sr/1/;2005
Ямато;145;Япония;Такаси Соримати, Сидо Накамура;драма,военный,история;Дзюнъя Сато;7.2;https://www.kinopoisk.ru//film/106239/sr/1/;2005
Шесть демонов Эмили Роуз;119;США;Лора Линни, Том Уилкинсон;ужасы,биография,драма;Скотт Дерриксон;7.2;https://www.kinopoisk.ru//film/84967/sr/1/;2005
Ангелы и демоны (видео);96;США;Джон Каллам;документальный;Саймон Кокс;7.2;https://www.kinopoisk.ru//film/194202/sr/1/;2005
Здравствуйте, мы ваша крыша!;96;Россия;Михаил Полицеймако, Андрей Федорцов;комедия;Виталий Мухаметзянов;7.2;https://www.kinopoisk.ru//film/325776/sr/1/;2005
Как уходили кумиры (сериал);20;Россия;Владислав Ветров, Александр Котов;документальный,биография;Дмитрий Кужаров;7.2;https://www.kinopoisk.ru//film/692470/sr/1/;2005
Сломанные цветы;106;Франция;Билл Мюррей, Джеффри Райт;драма,мелодрама,комедия;Джим Джармуш;7.2;https://www.kinopoisk.ru//film/81581/sr/1/;2005
Незваные гости;119;США;Оуэн Уилсон, Винс Вон;мелодрама,комедия;Дэвид Добкин;7.2;https://www.kinopoisk.ru//film/77660/sr/1/;2005
Человек гризли (ТВ);103;США;Вернер Херцог, Кэрол Декстер;документальный,биография;Вернер Херцог;7.2;https://www.kinopoisk.ru//film/103084/sr/1/;2005
Возврат;102;Великобритания;Шон Биггерстаф, Эмилия Фокс;драма,мелодрама,комедия;Шон Эллис;7.2;https://www.kinopoisk.ru//film/105878/sr/1/;2005
Последние дни Софии Шолль;120;Германия;Юлия Йенч, Александер Хельд;триллер,драма,криминал;Марк Ротемунд;7.2;https://www.kinopoisk.ru//film/92797/sr/1/;2005
Седьмое небо (мини-сериал);210;Россия;Ольга Сутулова, Владимир Стержаков;мелодрама,приключения;Вячеслав Криштофович;7.2;https://www.kinopoisk.ru//film/256201/sr/1/;2005
Иллюзия полета;98;США;Джоди Фостер, Питер Сарсгаард;триллер,драма,детектив;Роберт Швентке;7.2;https://www.kinopoisk.ru//film/81873/sr/1/;2005
Оливер Твист;130;Франция;Барни Кларк, Бен Кингсли;драма,криминал;Роман Полански;7.1;https://www.kinopoisk.ru//film/50881/sr/1/;2005
Деньги на двоих;122;США;Аль Пачино, Мэттью МакКонахи;драма,криминал,спорт;Ди Джей Карузо;7.1;https://www.kinopoisk.ru//film/81491/sr/1/;2005
Люби меня;97;Россия;Алёна Бабенко, Павел Деревянко;комедия;Вера Сторожева;7.1;https://www.kinopoisk.ru//film/252096/sr/1/;2005
Примадонна (сериал);44;Россия;Нана Кикнадзе, Кристина Бабушкина;мелодрама;Ефим Резников;7.1;https://www.kinopoisk.ru//film/427906/sr/1/;2005
Брежнев (мини-сериал);208;Россия;Сергей Шакуров, Артур Ваха;драма,биография;Сергей Снежкин;7.1;https://www.kinopoisk.ru//film/250777/sr/1/;2005
Время прощания;85;Франция;Мельвиль Пупо, Валерия Бруни-Тедески;драма;Франсуа Озон;7.1;https://www.kinopoisk.ru//film/103303/sr/1/;2005
Чумовые боты;107;США;Джоэл Эдгертон, Чиветель Эджиофор;драма,комедия,музыка;Джулиан Джаррольд;7.1;https://www.kinopoisk.ru//film/86881/sr/1/;2005
Жмурки;111;Россия;Алексей Панин, Дмитрий Дюжев;триллер,комедия,криминал;Алексей Балабанов;7.1;https://www.kinopoisk.ru//film/84830/sr/1/;2005
Уоллес и Громит: Проклятие кролика-оборотня;85;Великобритания;Питер Саллис, Рэйф Файнс;мультфильм,ужасы,фантастика;Стив Бокс;7.1;https://www.kinopoisk.ru//film/22399/sr/1/;2005
Мандерлей;139;Дания;Брайс Даллас Ховард, Исаак Де Банколе;драма;Ларс фон Триер;7.1;https://www.kinopoisk.ru//film/22597/sr/1/;2005
Молчи в тряпочку;99;Великобритания;Роуэн Эткинсон, Кристин Скотт Томас;комедия,криминал;Найэлл Джонсон;7.1;https://www.kinopoisk.ru//film/90827/sr/1/;2005
Зеркальная маска;101;Великобритания;Стефани Леонидас, Джейсон Бэрри;фэнтези,приключения,семейный;Дэйв МакКин;7.1;https://www.kinopoisk.ru//film/48217/sr/1/;2005
Под несчастливой звездой;15;США;Дж.Б. Гьюмен мл., Джон Уэсли Шипп;короткометражка,драма;Джеймс Буркхаммер;7.1;https://www.kinopoisk.ru//film/103542/sr/1/;2005
Синоби;107;Япония;Юкиэ Накама, Дзё Одагири;фэнтези,боевик,драма;Тэн Симояма;7.1;https://www.kinopoisk.ru//film/210339/sr/1/;2005
Дилер 3;103;Дания;Златко Бурич, Маринела Декич;боевик,триллер,драма;Николас Виндинг Рефн;7.1;https://www.kinopoisk.ru//film/180613/sr/1/;2005
Преданный садовник;123;Великобритания;Рэйф Файнс, Рэйчел Вайс;триллер,драма,мелодрама;Фернанду Мейреллиш;7.1;https://www.kinopoisk.ru//film/77527/sr/1/;2005
Поединок;108;США;Джеймс Франко, Тайриз Гибсон;драма,мелодрама,спорт;Джастин Лин;7.1;https://www.kinopoisk.ru//film/81611/sr/1/;2005
Высь;91;Япония;Томоко Каваками, Ая Хисакава;аниме,мультфильм,драма;Осаму Дэдзаки;7.1;https://www.kinopoisk.ru//film/324990/sr/1/;2005
Долгий путь (ТВ);120;США;Эрин Коттрелл, Логан Бартоломью;драма,семейный,вестерн;Майкл Лэндон мл.;7.1;https://www.kinopoisk.ru//film/355202/sr/1/;2005
Валландер (сериал);89;Швеция;Кристер Хенрикссон, Фредерик Гуннарссон;триллер,драма,криминал;Стефан Апельгрен;7.1;https://www.kinopoisk.ru//film/416800/sr/1/;2005
Война миров;116;США;Том Круз, Дакота Фаннинг;фантастика,триллер,приключения;Стивен Спилберг;7.1;https://www.kinopoisk.ru//film/81289/sr/1/;2005
Автостопом по галактике;109;Великобритания;Мартин Фриман, Ясин Бей;фантастика,комедия,приключения;Гарт Дженнингс;7.1;https://www.kinopoisk.ru//film/79834/sr/1/;2005
Мое сердце биться перестало;108;Франция;Ромен Дюрис, Нильс Ареструп;драма,криминал,музыка;Жак Одиар;7.1;https://www.kinopoisk.ru//film/88696/sr/1/;2005
Отель «Шевалье»;13;США;Джейсон Шварцман, Натали Портман;короткометражка,драма,мелодрама;Уэс Андерсон;7.1;https://www.kinopoisk.ru//film/394003/sr/1/;2005
Топ Гир: Лучшее (сериал);55;Великобритания;Джереми Кларксон, Ричард Хаммонд;реальноеТВ,ток-шоу,документальный;Джеймс Брюс;9.0;https://www.kinopoisk.ru//film/1227897/sr/1/;2006
Avant que l'ombre (видео);137;Франция;Милен Фармер, Абрахам Лабориэль мл.;музыка,концерт;Франсуа Ансс;8.9;https://www.kinopoisk.ru//film/487825/sr/1/;2006
BBC: Планета Земля (мини-сериал);43;Великобритания;Дэвид Аттенборо, Сигурни Уивер;документальный;Аластер Фотергилл;8.9;https://www.kinopoisk.ru//film/279548/sr/1/;2006
Мадонна: Живой концерт в Лондоне (ТВ);121;США;Мадонна, Стюарт Прайс;документальный,музыка,концерт;Йонас Окерлунд;8.7;https://www.kinopoisk.ru//film/438343/sr/1/;2006
Nightwish: Конец эры (видео);103;Финляндия;Тарья Турунен, Туомас Холопайнен;музыка,концерт;Антти Йокинен;8.7;https://www.kinopoisk.ru//film/320972/sr/1/;2006
Тетрадь смерти (сериал);22;Япония;Мамору Мияно, Сидо Накамура;аниме,мультфильм,фэнтези;Тэцуро Араки;8.6;https://www.kinopoisk.ru//film/406148/sr/1/;2006
Чумон (сериал);70;Корея Южная;Сон Иль-гук, Хан Хе-джин;история,драма,биография;Ким Гын-хон;8.5;https://www.kinopoisk.ru//film/470703/sr/1/;2006
Майти Буш: Концерт (видео);142;Великобритания;Джулиан Бэррэтт, Мэтт Берри;концерт,комедия;Ник Моррис;8.5;https://www.kinopoisk.ru//film/319354/sr/1/;2006
Код Гиас: Восставший Лелуш (сериал);22;Япония;Дзюн Фукуяма;аниме,мультфильм,триллер;Горо Танигути;8.5;https://www.kinopoisk.ru//film/408674/sr/1/;2006
Престиж;125;Великобритания;Хью Джекман, Кристиан Бэйл;триллер,фантастика,драма;Кристофер Нолан;8.5;https://www.kinopoisk.ru//film/195334/sr/1/;2006
Отступники;151;США;Леонардо ДиКаприо, Мэтт Дэймон;триллер,драма,криминал;Мартин Скорсезе;8.5;https://www.kinopoisk.ru//film/81314/sr/1/;2006
День, когда я приобрела звезду;16;Япония;Рюносукэ Камики, Кёка Судзуки;аниме,мультфильм,короткометражка;Хаяо Миядзаки;8.4;https://www.kinopoisk.ru//film/252547/sr/1/;2006
Выжить любой ценой (сериал);43;Великобритания;Беар Гриллс, Уилл Феррелл;реальноеТВ,приключения;Стивен Ширман;8.3;https://www.kinopoisk.ru//film/450186/sr/1/;2006
BBC: Сила искусства (сериал);43;Великобритания;Саймон Шама, Грегуар Бонне;документальный,история;Клер Беван;8.3;https://www.kinopoisk.ru//film/279547/sr/1/;2006
Никогда не говори «Прощай»;193;Индия;Амитабх Баччан, Шах Рукх Кхан;драма,мелодрама;Каран Джохар;8.3;https://www.kinopoisk.ru//film/102143/sr/1/;2006
Битва за Чернобыль;93;США;Тим Биркетт, Ханс Бликс;документальный,драма,история;Томас Джонсон;8.3;https://www.kinopoisk.ru//film/431202/sr/1/;2006
Декстер (сериал);55;США;Майкл С. Холл, Дженнифер Карпентер;триллер,драма,криминал;Джон Дал;8.3;https://www.kinopoisk.ru//film/277537/sr/1/;2006
В погоне за счастьем;117;США;Уилл Смит, Джейден Смит;драма,биография;Габриэле Муччино;8.2;https://www.kinopoisk.ru//film/104938/sr/1/;2006
Нана (сериал);22;Япония;Роми Пак, Мидори Кавана;аниме,мультфильм,комедия;Морио Асака;8.2;https://www.kinopoisk.ru//film/400122/sr/1/;2006
Дилан Моран: Типа, обо всем (видео);69;Великобритания;Дилан Моран;документальный,комедия;Майкл Мэтисон;8.2;https://www.kinopoisk.ru//film/494677/sr/1/;2006
Водяной паук Мон-мон;15;Япония;Акико Яно;мультфильм,короткометражка,приключения;Хаяо Миядзаки;8.2;https://www.kinopoisk.ru//film/252548/sr/1/;2006
Моя любовь;26;Россия;Нина Русланова, Евгения Крюкова;мультфильм,короткометражка,драма;Александр Петров;8.2;https://www.kinopoisk.ru//film/261203/sr/1/;2006
Импрессионисты (мини-сериал);60;Великобритания;Ричард Армитедж, Чарли Кондо;драма;Тим Данн;8.2;https://www.kinopoisk.ru//film/436240/sr/1/;2006
Помолвка;159;Индия;Шахид Капур, Амрита Рао;мюзикл,драма,мелодрама;Сурадж Р. Барджатья;8.2;https://www.kinopoisk.ru//film/244503/sr/1/;2006
Господа Головлевы (видео);180;Россия;Евгений Миронов, Алексей Кравченко;драма;Кирилл Серебренников;8.2;https://www.kinopoisk.ru//film/426275/sr/1/;2006
Папа;169;Индия;Амитабх Баччан, Салман Кхан;драма,мелодрама,семейный;Рави Чопра;8.2;https://www.kinopoisk.ru//film/82314/sr/1/;2006
Грозовые ворота (мини-сериал);52;Россия;Михаил Пореченков, Вячеслав Разбегаев;драма,военный;Андрей Малюков;8.1;https://www.kinopoisk.ru//film/252003/sr/1/;2006
Вооружен и очень опасен;164;Индия;Махеш Бабу, Илеана Д’Крус;боевик,триллер;Пури Джаганнатх;8.1;https://www.kinopoisk.ru//film/322948/sr/1/;2006
Евгений Гришковец: Дредноуты (видео);112;Россия;Евгений Гришковец;драма;Владимир Алексеев;8.1;https://www.kinopoisk.ru//film/425999/sr/1/;2006
Бесстрашный;104;Китай;Джет Ли, Сунь Ли;боевик,биография,драма;Ронни Юй;8.1;https://www.kinopoisk.ru//film/102161/sr/1/;2006
Пираты Карибского моря: Сундук мертвеца;151;США;Джонни Депп, Орландо Блум;фэнтези,боевик,приключения;Гор Вербински;8.1;https://www.kinopoisk.ru//film/63991/sr/1/;2006
Вечер с Кевином Смитом 2: Вечер покрепче (видео);239;США;Кевин Смит, Андре Арруда;документальный,комедия;Дж. Кенни;8.1;https://www.kinopoisk.ru//film/520626/sr/1/;2006
Футболка;11;США;Мариан Митас;короткометражка,драма;Хуссейн Мартин Фазели;8.1;https://www.kinopoisk.ru//film/523317/sr/1/;2006
Жизнь других;137;Германия;Ульрих  Мюэ, Себастьян Кох;триллер,драма,детектив;Флориан Хенкель фон Доннерсмарк;8.1;https://www.kinopoisk.ru//film/126196/sr/1/;2006
Дон. Главарь мафии;171;Индия;Шах Рукх Кхан, Приянка Чопра Джонас;боевик,триллер,криминал;Фархан Ахтар;8.1;https://www.kinopoisk.ru//film/104917/sr/1/;2006
Студия 60 на Сансет Стрип (сериал);43;США;Мэттью Перри, Аманда Пит;драма,комедия;Тимоти Басфилд;8.1;https://www.kinopoisk.ru//film/277549/sr/1/;2006
Корень всех зол? (ТВ);90;Великобритания;Юсуф Аль-Хаттаб, Ричард Докинз;документальный;Расселл Барнс;8.1;https://www.kinopoisk.ru//film/753794/sr/1/;2006
Сильнейший в истории ученик Кеньчи (сериал);25;Япония;Томокадзу Сэки, Томоко Каваками;аниме,мультфильм,боевик;Хадзимэ Камэгаки;8.0;https://www.kinopoisk.ru//film/470337/sr/1/;2006
Потерянная комната (мини-сериал);90;США;Питер Краузе, Джулианна Маргулис;фантастика,детектив,боевик;Крэйг Р. Бэксли;8.0;https://www.kinopoisk.ru//film/276268/sr/1/;2006
Писатели свободы;123;Германия;Хилари Суэнк, Скотт Гленн;драма,криминал,биография;Ричард ЛаГравенес;8.0;https://www.kinopoisk.ru//film/195226/sr/1/;2006
Внимание, ТРЭШ! История трэш-метала;100;США;Ли Альтус, Russ Anderson;документальный,музыка,история;Рик Эрнст;8.0;https://www.kinopoisk.ru//film/262888/sr/1/;2006
Огни ночной пятницы (сериал);43;США;Кайл Чандлер, Конни Бриттон;драма,спорт;Джеффри Рейнер;8.0;https://www.kinopoisk.ru//film/400030/sr/1/;2006
Псих;165;Россия;Сергей Безруков, Евдокия Германова;драма;Андрей Житинкин;8.0;https://www.kinopoisk.ru//film/467536/sr/1/;2006
